timestamp,water_level_m,discharge_m3s,rainfall_mm,soil_moisture,slr_adjust_m
2035-09-10 00:00:00+00:00,1.3020619821882171,187.89083029196505,1.9661270604082656e-43,0.3586217718170536,0.8
2035-09-10 01:00:00+00:00,1.40101373457324,186.11996123804343,2.6719996383214837,0.31890084579308076,0.8
2035-09-10 02:00:00+00:00,1.8029068360139584,254.93835928299148,5.233503115596029,0.3405555255405481,0.8
2035-09-10 03:00:00+00:00,1.874208858416482,224.42876046556216,1.3309533135060338e-41,0.2868826316117799,0.8
2035-09-10 04:00:00+00:00,1.8433719063626504,234.4597827090176,5.316926774895388e-41,0.37428636072947036,0.8
2035-09-10 05:00:00+00:00,1.6751298671932808,265.3287203778146,5.076154848595683,0.33441356008656303,0.8
2035-09-10 06:00:00+00:00,1.3095402865182137,232.52690839169682,0.5875800330864795,0.35752383696368106,0.8
2035-09-10 07:00:00+00:00,1.098754047706688,268.05799645014895,2.8119081492428233,0.31742228320729216,0.8
2035-09-10 08:00:00+00:00,0.8169832223247644,251.85069143738463,2.1369907774322563,0.34787958465961805,0.8
2035-09-10 09:00:00+00:00,0.8869257085503137,279.7338664710372,9.71430879200818,0.36403117864130546,0.8
2035-09-10 10:00:00+00:00,0.7343761287908723,289.5843418195406,1.7516445518515133e-37,0.3800552173256182,0.8
2035-09-10 11:00:00+00:00,0.8436939505400917,246.62779690019642,0.09403812839004533,0.30975041497807326,0.8
2035-09-10 12:00:00+00:00,1.0803908646816165,219.2647488186617,0.9920804871344204,0.37585129127470907,0.8
2035-09-10 13:00:00+00:00,1.3235670116116893,246.46125024748622,8.784334789271888e-36,0.3455991016652433,0.8
2035-09-10 14:00:00+00:00,1.5230375849947664,247.17313279796844,5.455935276254089,0.3274130093558144,0.8
2035-09-10 15:00:00+00:00,1.669571079062691,243.90837106579053,1.1363255007259098e-34,0.36493368960720424,0.8
2035-09-10 16:00:00+00:00,1.6864166785228196,240.03532545860048,2.0525759943628956,0.34184762596461316,0.8
2035-09-10 17:00:00+00:00,1.4852034478093705,223.77013302046754,1.4122931327060067e-33,0.3417659470716662,0.8
2035-09-10 18:00:00+00:00,1.2793452844718847,236.40245782122997,1.2641277068779209,0.32956567748831045,0.8
2035-09-10 19:00:00+00:00,0.9201217607066106,262.512263341493,1.6864565733154707e-32,0.3573424503185493,0.8
2035-09-10 20:00:00+00:00,0.669860853854314,242.78389550868684,1.6139382050219138,0.3517770891482334,0.8
2035-09-10 21:00:00+00:00,0.5916734981788145,227.4606121637137,1.934878497660279e-31,0.34544766339698757,0.8
2035-09-10 22:00:00+00:00,0.5366320983917281,231.980376928173,2.874396404741527,0.3220735230339701,0.8
2035-09-10 23:00:00+00:00,0.6343946204968198,232.26318729925373,3.615374717037035,0.33547415112128226,0.8
2035-09-11 00:00:00+00:00,0.9242489423803215,248.7308425707253,4.64331753195666,0.36301932626635436,0.8
2035-09-11 01:00:00+00:00,1.2955441372331078,265.59656652104576,0.6187678593909118,0.3893088453496211,0.8
2035-09-11 02:00:00+00:00,1.6846615651388581,250.3668885739861,1.3507888770202126,0.35018946010289903,0.8
2035-09-11 03:00:00+00:00,1.8048124183499838,262.95189789636305,1.0546554269097168,0.3934126669849448,0.8
